"CP","Năm","Kỳ","DebtEquity","CurrentRatio","QuickRatio","GrossMargin","NetMargin","CashFlow_to_Profit","CashFlow_to_Debt","SellingExpense_Ratio","debt_to_asset","EBIT_to_Interest","AssetTurnover","ROA","ROE"
"ITD","2024","1","0.5810260868872","2.0856416035201","1.9061567502952","1.7554195723289","-0.0029494481786936","-114.4451946915","0.35426515721879","-0.065527861224536","0.36749936747163","-1.6415989151165","0.36930207905064","-0.0010892373444437","-0.0017221126563772"
"ITD","2024","2","0.34379571548374","2.8775091373182","2.6149741077923","1.7183426757321","-0.028025470305319","26.951338784967","-0.5777679511226","-0.12264007121989","0.2558392704504","-2.5169829387777","0.18355910830599","-0.0051443303391005","-0.0069129290687162"
"ITD","2024","3","0.66882701534672","1.9361241461735","1.1691644857876","1.7417224609009","0.00014658821296652","242.41816774371","0.015510884021612","-0.10038289701845","0.40077671873484","-2.5263146956989","0.16967819525635","2.4872823422012E-5","4.1508439674602E-5"
"ITD","2024","4","0.89165860149164","1.7238014860176","0.84612301680363","1.7355006789159","0.039383472525721","-11.66398441077","-0.24715758092591","-0.072575448308122","0.47136338490917","-7.9214347761533","0.24705385391961","0.0097298386682164","0.018405533007858"
"CMG","2013","1","1.8222696034961","1.1199703253005","0.84474199762468","1.810597326436","-0.0029559645642489","-23.76705368643","0.040552970559379","-0.090263651092815","0.62890816855604","-0.052834853668308","0.30160325450142","-0.00089152853276834","-0.002583215526749"
"CMG","2013","2","1.8742991276241","1.113956478146","0.86975093652994","1.8595962767558","-0.011382678989161","-5.0031707730051","0.036394961137108","-0.074655753194297","0.63515998784917","0.34277745105531","0.33439973059483","-0.0038063647874229","-0.011232234928155"
"CMG","2013","3","1.6541474339058","1.1357342771507","0.93844085490699","1.8649490747823","0.0090776035217515","23.645533583776","0.20979396470711","-0.056739986161955","0.60613334951851","-0.58981561405606","0.46470602067978","0.0042184170099019","0.011512126296329"
"CMG","2013","4","1.6781580605709","1.1866237171109","0.97057328782963","1.858933770775","0.032577619483439","5.2743856002123","0.18076742487959","-0.048560625633037","0.60914345683732","-2.3082462492931","0.49632722097645","0.016169159344244","0.044545180255369"
"CMG","2014","1","1.7902968042751","1.0937704937754","0.95154015718752","1.8162916380642","-0.01372012684676","3.3078759094389","-0.040482275577638","-0.098526128246599","0.62265431788235","0.45932357536741","0.44128096016738","-0.0060544307485566","-0.01740809901987"
"CMG","2014","2","1.7167176304605","1.1644175009005","0.83572481275863","1.8521178454418","0.018569922155462","7.2665386630165","0.11086223247967","-0.078637479322433","0.61291835412818","-0.7929087142817","0.37927511482787","0.0070431093578576","0.019726983090748"
"CMG","2014","3","1.3866660857765","1.3097643765265","1.0734396918087","1.8582581175626","0.033842370885594","-0.45967586644439","-0.02252646196518","-0.062487256979596","0.56125093576429","-2.006909351199","0.54760539326409","0.018532264817795","0.045787118520293"
"CMG","2014","4","1.548958119305","1.3502181729699","1.1215895130308","1.8308924020548","0.047124148581337","1.2549808409034","0.070485957290775","-0.066422787141088","0.58832756425893","-3.9537466617639","0.47998575782003","0.022618920168437","0.059551450880842"
"CMG","2015","1","1.5498054321919","1.1883318165188","1.0185090283694","1.7883419313304","0.040057307855167","-0.64030319941741","-0.03072865227574","-0.090429678706888","0.58744130254231","-4.5483930235598","0.53442886049809","0.021407781391658","0.056478657098815"
"CMG","2015","2","1.0229816445108","1.5153726560893","1.26804518632","1.8745447983007","0.020513066635003","10.033925259397","0.19669640532078","-0.052663564239567","0.50568014162984","-1.8540279988053","0.3737524647132","0.0076668092136584","0.015509814311197"
"CMG","2015","3","0.94148898406242","1.4001289003135","1.1322477172196","1.8514680277297","0.038177128492085","-0.88256973189024","-0.036113485406917","-0.058394561862948","0.48493140666316","-4.1463777437618","0.44134707674267","0.016849364058411","0.032712854707863"
"CMG","2015","4","0.95103884997036","1.4002936449418","1.1773094580143","1.852730314563","0.040118328698121","3.0322708588386","0.14846772880235","-0.058283306148461","0.48745254354356","-10.703346355932","0.50761459766244","0.020364649280986","0.039732221913225"
"CMG","2016","1","1.0006110969065","1.3890351288205","1.1777658716292","1.8542061845959","0.016464247312097","-4.2061141226643","-0.07166275655759","-0.05779261212301","0.50015272756096","-4.1385331461518","0.44215490476764","0.0072797477023514","0.014563944036004"
"CMG","2016","2","1.1186195997957","1.3813352455499","1.1491246515193","1.8703765431763","0.020884503185124","2.9480455899065","0.05660082562085","-0.052038948234882","0.52799454885794","-3.9928555563656","0.41565140127558","0.0086806730138412","0.018391043986542"
"CMG","2016","3","1.1843898824912","1.2622755528349","1.0955360796516","1.8758961215985","0.030662035972024","1.1826671903258","0.036539633216877","-0.047228204504176","0.54220626637424","-6.3496623379419","0.48738434407064","0.014944196290095","0.032643951178047"
"CMG","2016","4","1.1594716745675","1.2396636242953","1.0793505377105","1.8640798166392","0.036888402024169","3.3372674076359","0.1192023239597","-0.050720985870303","0.53692377085692","-11.004522599246","0.46888665373624","0.01729647938679","0.037351257305513"
"CMG","2017","1","1.0689021213425","1.1796375658822","0.9995285982345","1.8492995472392","0.022347589534869","1.3167952644412","0.027024951880974","-0.067697100355239","0.51665185622648","-5.192330429717","0.44088821987229","0.0098527889684651","0.020384455997997"
"CMG","2017","2","1.1704192037997","1.1914882340824","1.0418490064559","1.865287731137","0.025485364272926","0.67142439359442","0.013748615142403","-0.05452220727074","0.53925951343901","-5.0183148330203","0.39826475687319","0.010149922405981","0.022029586507019"
"CMG","2017","3","1.2160513731585","1.1985892271898","1.0456531913019","1.8275687728047","0.05237244452113","0.90352700396144","0.049698899758819","-0.059882046559303","0.5487469234187","-13.939692244746","0.5172360721291","0.027088917491909","0.060030432805322"
"CMG","2017","4","1.4586044701923","1.1564669767819","1.0120619562578","1.8462495066601","0.035890465690317","1.4530623505838","0.044860083384507","-0.053222270013614","0.59326519896803","-7.7887271617926","0.4540929860687","0.016297608736712","0.040069373693526"
"CMG","2018","1","1.4009002924204","1.1750620991207","1.0389878652502","1.8368902708315","0.0045025395633674","9.1590330779149","0.030418449261823","-0.07134851151987","0.58348957549092","-3.6875126311498","0.34843528911141","0.0015688436744975","0.0037666372368629"
"CMG","2018","2","1.5379649368414","1.2031452572591","1.005374604332","1.8396871848766","0.031777844365975","1.0749637626501","0.02511767874313","-0.054317359737247","0.60598352424658","-4.6231984113894","0.36514565018269","0.011603541642418","0.029449381831637"
